Using device: cuda
EP   1 | time 16.12s | reward -27590.7 | evac  53 | died 427 | eps 0.941 | lr 0.00028 | loss  0.622
EP   2 | time  9.20s | reward -24236.1 | evac  57 | died 423 | eps 0.889 | lr 0.00026 | loss  0.125
EP   3 | time  9.38s | reward -22316.9 | evac  57 | died 423 | eps 0.841 | lr 0.00024 | loss  0.133
EP   4 | time  9.17s | reward -25056.6 | evac  87 | died 393 | eps 0.794 | lr 0.00023 | loss  0.201
EP   5 | time  9.72s | reward -24051.7 | evac 107 | died 373 | eps 0.748 | lr 0.00021 | loss  0.325
EP   6 | time 10.14s | reward -25534.2 | evac 129 | died 351 | eps 0.704 | lr 0.00020 | loss  0.542
EP   7 | time  9.56s | reward -23508.5 | evac 158 | died 322 | eps 0.664 | lr 0.00019 | loss  0.802
EP   8 | time  9.42s | reward -22447.4 | evac 173 | died 307 | eps 0.627 | lr 0.00017 | loss  1.178
EP   9 | time 10.45s | reward -26431.9 | evac 183 | died 297 | eps 0.588 | lr 0.00016 | loss  1.431
EP  10 | time  9.54s | reward -22725.0 | evac 210 | died 270 | eps 0.554 | lr 0.00015 | loss  1.954
EP  11 | time  9.99s | reward -22314.0 | evac 220 | died 260 | eps 0.523 | lr 0.00014 | loss  2.828
EP  12 | time  9.83s | reward -26484.5 | evac 231 | died 249 | eps 0.490 | lr 0.00013 | loss  3.110
EP  13 | time  9.65s | reward -21575.8 | evac 251 | died 229 | eps 0.463 | lr 0.00012 | loss  3.931
EP  14 | time  9.04s | reward -20317.7 | evac 265 | died 215 | eps 0.437 | lr 0.00012 | loss  4.529
EP  15 | time  9.13s | reward -23673.8 | evac 260 | died 220 | eps 0.412 | lr 0.00011 | loss  5.063
EP  16 | time  9.58s | reward -19689.2 | evac 261 | died 219 | eps 0.389 | lr 0.00010 | loss  5.517
EP  17 | time  8.86s | reward -19384.6 | evac 272 | died 208 | eps 0.368 | lr 0.00009 | loss  6.035
EP  18 | time  9.42s | reward -21189.9 | evac 290 | died 190 | eps 0.348 | lr 0.00009 | loss  6.642
EP  19 | time  9.32s | reward -23317.7 | evac 297 | died 183 | eps 0.327 | lr 0.00008 | loss  6.607
EP  20 | time  9.15s | reward -22631.0 | evac 295 | died 185 | eps 0.308 | lr 0.00008 | loss  7.240
EP  21 | time  9.41s | reward -20264.6 | evac 289 | died 191 | eps 0.291 | lr 0.00007 | loss  7.756
EP  22 | time  9.52s | reward -22474.7 | evac 310 | died 170 | eps 0.274 | lr 0.00007 | loss  8.469
EP  23 | time  9.03s | reward -23543.3 | evac 322 | died 158 | eps 0.257 | lr 0.00006 | loss  8.570
EP  24 | time  9.52s | reward -22258.4 | evac 314 | died 166 | eps 0.242 | lr 0.00006 | loss  9.354
EP  25 | time  8.82s | reward -22397.1 | evac 297 | died 183 | eps 0.228 | lr 0.00005 | loss  9.689
EP  26 | time  8.74s | reward -18433.5 | evac 324 | died 156 | eps 0.216 | lr 0.00005 | loss  9.901
EP  27 | time  8.81s | reward -22983.1 | evac 323 | died 157 | eps 0.203 | lr 0.00005 | loss  9.982
EP  28 | time  9.81s | reward -24494.6 | evac 317 | died 163 | eps 0.191 | lr 0.00004 | loss  9.997
EP  29 | time  9.56s | reward -22259.6 | evac 310 | died 170 | eps 0.180 | lr 0.00004 | loss 10.176
EP  30 | time  9.68s | reward -22057.6 | evac 327 | died 153 | eps 0.169 | lr 0.00004 | loss 10.998
EP  31 | time  9.08s | reward -21023.4 | evac 329 | died 151 | eps 0.160 | lr 0.00004 | loss 10.842
EP  32 | time  8.66s | reward -20860.4 | evac 330 | died 150 | eps 0.151 | lr 0.00003 | loss 10.995
EP  33 | time  8.65s | reward -22054.2 | evac 329 | died 151 | eps 0.142 | lr 0.00003 | loss 10.814
EP  34 | time  9.46s | reward -21329.7 | evac 326 | died 154 | eps 0.134 | lr 0.00003 | loss 10.742
EP  35 | time  9.11s | reward -23184.5 | evac 316 | died 164 | eps 0.126 | lr 0.00003 | loss 10.651
EP  36 | time  8.53s | reward -18924.4 | evac 311 | died 169 | eps 0.119 | lr 0.00003 | loss 10.976
EP  37 | time  9.29s | reward -23199.6 | evac 313 | died 167 | eps 0.112 | lr 0.00002 | loss 10.872
EP  38 | time  8.63s | reward -21244.3 | evac 319 | died 161 | eps 0.105 | lr 0.00002 | loss 10.513
EP  39 | time  9.04s | reward -21266.6 | evac 325 | died 155 | eps 0.099 | lr 0.00002 | loss 10.439
EP  40 | time  8.49s | reward -19674.4 | evac 335 | died 145 | eps 0.094 | lr 0.00002 | loss 10.465
EP  41 | time  9.28s | reward -21772.6 | evac 317 | died 163 | eps 0.089 | lr 0.00002 | loss 10.079
EP  42 | time  9.69s | reward -25325.5 | evac 328 | died 152 | eps 0.083 | lr 0.00002 | loss 10.093
EP  43 | time  9.47s | reward -24841.5 | evac 312 | died 168 | eps 0.078 | lr 0.00002 | loss  9.908
