Using device: cuda
EP   1 | time 29.48s | reward -23577.1 | evac  47 | died 433 | eps 0.947 | lr 0.00028 | loss  0.804
EP   2 | time  8.74s | reward -22028.4 | evac  58 | died 422 | eps 0.898 | lr 0.00026 | loss  0.128
EP   3 | time  9.27s | reward -21462.9 | evac  68 | died 412 | eps 0.851 | lr 0.00024 | loss  0.190
EP   4 | time  9.40s | reward -22705.2 | evac  76 | died 404 | eps 0.805 | lr 0.00023 | loss  0.352
EP   5 | time  9.24s | reward -22824.0 | evac 113 | died 367 | eps 0.761 | lr 0.00021 | loss  0.636
EP   6 | time  9.69s | reward -22301.9 | evac 129 | died 351 | eps 0.720 | lr 0.00020 | loss  1.141
EP   7 | time  9.29s | reward -21579.8 | evac 127 | died 353 | eps 0.681 | lr 0.00019 | loss  1.744
EP   8 | time  9.11s | reward -20589.4 | evac 173 | died 307 | eps 0.645 | lr 0.00017 | loss  2.825
EP   9 | time  9.65s | reward -20817.5 | evac 180 | died 300 | eps 0.610 | lr 0.00016 | loss  3.624
EP  10 | time  9.04s | reward -18355.4 | evac 199 | died 281 | eps 0.579 | lr 0.00015 | loss  5.576
EP  11 | time  9.46s | reward -21698.6 | evac 192 | died 288 | eps 0.548 | lr 0.00014 | loss  6.842
EP  12 | time  9.55s | reward -19503.3 | evac 215 | died 265 | eps 0.519 | lr 0.00013 | loss  8.914
EP  13 | time  9.32s | reward -21538.2 | evac 221 | died 259 | eps 0.490 | lr 0.00012 | loss 10.514
EP  14 | time  9.46s | reward -19786.7 | evac 237 | died 243 | eps 0.464 | lr 0.00012 | loss 11.597
EP  15 | time 10.12s | reward -20945.1 | evac 259 | died 221 | eps 0.439 | lr 0.00011 | loss 16.309
EP  16 | time  9.54s | reward -19919.2 | evac 250 | died 230 | eps 0.415 | lr 0.00010 | loss 17.297
EP  17 | time  9.25s | reward -20631.9 | evac 275 | died 205 | eps 0.392 | lr 0.00009 | loss 21.530
EP  18 | time  9.65s | reward -21308.4 | evac 290 | died 190 | eps 0.370 | lr 0.00009 | loss 22.246
EP  19 | time  8.81s | reward -19481.9 | evac 307 | died 173 | eps 0.351 | lr 0.00008 | loss 27.328
EP  20 | time  8.34s | reward -17126.1 | evac 304 | died 176 | eps 0.333 | lr 0.00008 | loss 29.490
EP  21 | time  9.04s | reward -19232.5 | evac 309 | died 171 | eps 0.316 | lr 0.00007 | loss 35.365
EP  22 | time  9.38s | reward -22736.7 | evac 329 | died 151 | eps 0.298 | lr 0.00007 | loss 39.487
EP  23 | time  9.34s | reward -21038.3 | evac 320 | died 160 | eps 0.281 | lr 0.00006 | loss 41.781
EP  24 | time  9.11s | reward -16999.5 | evac 324 | died 156 | eps 0.267 | lr 0.00006 | loss 49.974
EP  25 | time  9.00s | reward -19849.9 | evac 337 | died 143 | eps 0.252 | lr 0.00005 | loss 51.778
EP  26 | time  8.53s | reward -16488.4 | evac 322 | died 158 | eps 0.240 | lr 0.00005 | loss 56.489
EP  27 | time  9.39s | reward -21959.6 | evac 333 | died 147 | eps 0.226 | lr 0.00005 | loss 59.190
EP  28 | time  9.33s | reward -22744.5 | evac 335 | died 145 | eps 0.213 | lr 0.00004 | loss 68.073
EP  29 | time  9.26s | reward -17993.4 | evac 331 | died 149 | eps 0.202 | lr 0.00004 | loss 71.015
EP  30 | time  8.90s | reward -20987.0 | evac 332 | died 148 | eps 0.191 | lr 0.00004 | loss 73.982
EP  31 | time  8.75s | reward -17901.9 | evac 356 | died 124 | eps 0.181 | lr 0.00004 | loss 81.186
EP  32 | time  9.19s | reward -19210.3 | evac 350 | died 130 | eps 0.172 | lr 0.00003 | loss 79.639
EP  33 | time  8.35s | reward -18494.6 | evac 351 | died 129 | eps 0.163 | lr 0.00003 | loss 83.896
EP  34 | time  8.88s | reward -19549.5 | evac 335 | died 145 | eps 0.154 | lr 0.00003 | loss 86.828
EP  35 | time  9.28s | reward -21968.8 | evac 342 | died 138 | eps 0.146 | lr 0.00003 | loss 88.233
EP  36 | time  8.27s | reward -17255.2 | evac 356 | died 124 | eps 0.138 | lr 0.00003 | loss 87.380
EP  37 | time  8.45s | reward -17442.5 | evac 340 | died 140 | eps 0.131 | lr 0.00002 | loss 91.771
