Using device: cuda
EP   1 | time 21.31s | reward -22869.9 | evac  57 | died 423 | eps 0.947 | lr 0.00028 | loss  0.654
EP   2 | time 10.51s | reward -24954.6 | evac  68 | died 412 | eps 0.894 | lr 0.00026 | loss  0.105
EP   3 | time 11.45s | reward -29539.4 | evac  76 | died 404 | eps 0.837 | lr 0.00024 | loss  0.155
EP   4 | time 11.52s | reward -28869.8 | evac 114 | died 366 | eps 0.786 | lr 0.00023 | loss  0.338
EP   5 | time 10.97s | reward -25382.2 | evac 130 | died 350 | eps 0.740 | lr 0.00021 | loss  0.588
EP   6 | time 10.54s | reward -26557.5 | evac 154 | died 326 | eps 0.695 | lr 0.00020 | loss  1.101
EP   7 | time 10.97s | reward -27060.3 | evac 175 | died 305 | eps 0.652 | lr 0.00019 | loss  1.657
EP   8 | time 11.01s | reward -23388.4 | evac 190 | died 290 | eps 0.615 | lr 0.00017 | loss  2.672
EP   9 | time 10.51s | reward -25235.5 | evac 215 | died 265 | eps 0.578 | lr 0.00016 | loss  3.578
EP  10 | time 11.63s | reward -27749.2 | evac 219 | died 261 | eps 0.542 | lr 0.00015 | loss  4.507
EP  11 | time 11.40s | reward -24309.7 | evac 237 | died 243 | eps 0.510 | lr 0.00014 | loss  6.187
EP  12 | time 10.74s | reward -24852.9 | evac 249 | died 231 | eps 0.479 | lr 0.00013 | loss  6.994
EP  13 | time 10.45s | reward -23163.2 | evac 273 | died 207 | eps 0.451 | lr 0.00012 | loss  9.642
EP  14 | time 10.64s | reward -23151.3 | evac 268 | died 212 | eps 0.425 | lr 0.00012 | loss 10.227
EP  15 | time 10.31s | reward -24621.9 | evac 277 | died 203 | eps 0.400 | lr 0.00011 | loss 12.846
EP  16 | time 11.17s | reward -22183.4 | evac 301 | died 179 | eps 0.377 | lr 0.00010 | loss 13.916
EP  17 | time 10.61s | reward -21787.0 | evac 305 | died 175 | eps 0.355 | lr 0.00009 | loss 17.410
EP  18 | time 10.32s | reward -23584.6 | evac 310 | died 170 | eps 0.335 | lr 0.00009 | loss 19.891
EP  19 | time  9.68s | reward -17762.3 | evac 302 | died 178 | eps 0.317 | lr 0.00008 | loss 20.880
EP  20 | time 11.07s | reward -24576.8 | evac 315 | died 165 | eps 0.298 | lr 0.00008 | loss 22.972
EP  21 | time 10.79s | reward -26559.1 | evac 325 | died 155 | eps 0.279 | lr 0.00007 | loss 23.208
EP  22 | time 10.78s | reward -21905.9 | evac 324 | died 156 | eps 0.263 | lr 0.00007 | loss 24.628
EP  23 | time 10.69s | reward -23158.2 | evac 330 | died 150 | eps 0.248 | lr 0.00006 | loss 25.150
EP  24 | time  9.79s | reward -22166.5 | evac 333 | died 147 | eps 0.233 | lr 0.00006 | loss 28.766
EP  25 | time 10.49s | reward -21449.4 | evac 349 | died 131 | eps 0.220 | lr 0.00005 | loss 28.182
EP  26 | time 10.36s | reward -23304.3 | evac 345 | died 135 | eps 0.207 | lr 0.00005 | loss 30.723
EP  27 | time  9.90s | reward -22292.1 | evac 341 | died 139 | eps 0.195 | lr 0.00005 | loss 32.964
EP  28 | time 11.16s | reward -24534.4 | evac 344 | died 136 | eps 0.183 | lr 0.00004 | loss 32.371
EP  29 | time 10.21s | reward -23674.5 | evac 359 | died 121 | eps 0.172 | lr 0.00004 | loss 33.556
EP  30 | time  9.92s | reward -21543.5 | evac 358 | died 122 | eps 0.162 | lr 0.00004 | loss 34.206
EP  31 | time 10.47s | reward -21063.4 | evac 362 | died 118 | eps 0.153 | lr 0.00004 | loss 35.873
EP  32 | time 10.14s | reward -21377.4 | evac 350 | died 130 | eps 0.145 | lr 0.00003 | loss 39.703
EP  33 | time  9.80s | reward -21161.7 | evac 363 | died 117 | eps 0.137 | lr 0.00003 | loss 38.574
