Using device: cuda
EP   1 | time 35.14s | reward -28458.6 | evac  58 | died 422 | eps 0.940 | lr 0.00028 | loss  0.460
EP   2 | time  9.97s | reward -26611.3 | evac  68 | died 412 | eps 0.886 | lr 0.00026 | loss  0.122
EP   3 | time  9.94s | reward -26656.6 | evac  78 | died 402 | eps 0.833 | lr 0.00024 | loss  0.147
EP   4 | time 10.26s | reward -26298.0 | evac  97 | died 383 | eps 0.784 | lr 0.00023 | loss  0.279
EP   5 | time 10.26s | reward -24410.3 | evac 121 | died 359 | eps 0.739 | lr 0.00021 | loss  0.513
EP   6 | time 10.34s | reward -26641.8 | evac 139 | died 341 | eps 0.694 | lr 0.00020 | loss  0.773
EP   7 | time  9.73s | reward -24485.2 | evac 176 | died 304 | eps 0.654 | lr 0.00019 | loss  1.256
EP   8 | time 10.16s | reward -24417.5 | evac 184 | died 296 | eps 0.615 | lr 0.00017 | loss  1.634
EP   9 | time  9.73s | reward -23212.7 | evac 225 | died 255 | eps 0.580 | lr 0.00016 | loss  2.584
EP  10 | time 10.30s | reward -25860.3 | evac 248 | died 232 | eps 0.544 | lr 0.00015 | loss  4.029
EP  11 | time 10.60s | reward -27003.4 | evac 263 | died 217 | eps 0.510 | lr 0.00014 | loss  4.914
EP  12 | time  9.81s | reward -23915.2 | evac 286 | died 194 | eps 0.479 | lr 0.00013 | loss  7.426
EP  13 | time  9.90s | reward -25555.8 | evac 299 | died 181 | eps 0.449 | lr 0.00012 | loss  7.730
EP  14 | time 10.37s | reward -24036.9 | evac 305 | died 175 | eps 0.422 | lr 0.00012 | loss 10.356
EP  15 | time  9.90s | reward -23987.1 | evac 311 | died 169 | eps 0.397 | lr 0.00011 | loss 12.550
EP  16 | time 10.45s | reward -23873.4 | evac 304 | died 176 | eps 0.373 | lr 0.00010 | loss 13.387
EP  17 | time 10.85s | reward -26127.5 | evac 330 | died 150 | eps 0.349 | lr 0.00009 | loss 15.358
EP  18 | time  9.52s | reward -22229.1 | evac 329 | died 151 | eps 0.329 | lr 0.00009 | loss 18.330
EP  19 | time  9.54s | reward -22715.3 | evac 330 | died 150 | eps 0.309 | lr 0.00008 | loss 20.274
EP  20 | time 10.07s | reward -22931.5 | evac 343 | died 137 | eps 0.291 | lr 0.00008 | loss 22.653
EP  21 | time  9.07s | reward -19998.9 | evac 358 | died 122 | eps 0.274 | lr 0.00007 | loss 24.003
EP  22 | time  9.45s | reward -21111.1 | evac 356 | died 124 | eps 0.258 | lr 0.00007 | loss 26.763
