Using device: cuda
EP   1 | time 20.70s | reward -25688.3 | evac  59 | died 421 | eps 0.942 | lr 0.00028 | loss  0.586
EP   2 | time  9.64s | reward -23315.3 | evac  64 | died 416 | eps 0.889 | lr 0.00026 | loss  0.126
EP   3 | time  9.38s | reward -22122.1 | evac  82 | died 398 | eps 0.840 | lr 0.00024 | loss  0.201
EP   4 | time 10.23s | reward -23862.8 | evac 108 | died 372 | eps 0.791 | lr 0.00023 | loss  0.361
EP   5 | time 10.45s | reward -24881.7 | evac 134 | died 346 | eps 0.744 | lr 0.00021 | loss  0.667
EP   6 | time 10.15s | reward -25626.1 | evac 173 | died 307 | eps 0.698 | lr 0.00020 | loss  1.038
EP   7 | time 10.03s | reward -23177.1 | evac 204 | died 276 | eps 0.657 | lr 0.00019 | loss  1.360
EP   8 | time  9.75s | reward -20382.9 | evac 223 | died 257 | eps 0.620 | lr 0.00017 | loss  2.045
EP   9 | time  9.30s | reward -21071.8 | evac 250 | died 230 | eps 0.585 | lr 0.00016 | loss  2.847
EP  10 | time  9.35s | reward -19497.7 | evac 266 | died 214 | eps 0.552 | lr 0.00015 | loss  4.428
EP  11 | time 10.26s | reward -23176.2 | evac 277 | died 203 | eps 0.518 | lr 0.00014 | loss  4.947
EP  12 | time  9.41s | reward -21754.7 | evac 286 | died 194 | eps 0.488 | lr 0.00013 | loss  6.988
EP  13 | time  9.08s | reward -21798.6 | evac 290 | died 190 | eps 0.459 | lr 0.00012 | loss  9.086
EP  14 | time  8.97s | reward -16321.4 | evac 306 | died 174 | eps 0.435 | lr 0.00012 | loss 11.541
EP  15 | time  8.88s | reward -18309.5 | evac 308 | died 172 | eps 0.410 | lr 0.00011 | loss 13.931
EP  16 | time  9.52s | reward -19313.7 | evac 316 | died 164 | eps 0.387 | lr 0.00010 | loss 15.469
EP  17 | time  9.44s | reward -21066.1 | evac 321 | died 159 | eps 0.364 | lr 0.00009 | loss 18.718
EP  18 | time  9.02s | reward -21717.7 | evac 347 | died 133 | eps 0.342 | lr 0.00009 | loss 20.841
EP  19 | time  9.27s | reward -20064.0 | evac 330 | died 150 | eps 0.322 | lr 0.00008 | loss 23.625
EP  20 | time  9.08s | reward -20949.4 | evac 342 | died 138 | eps 0.303 | lr 0.00008 | loss 26.227
EP  21 | time  8.83s | reward -21827.1 | evac 348 | died 132 | eps 0.285 | lr 0.00007 | loss 28.084
