Using device: cuda
EP   1 | time 20.55s | reward -25630.5 | evac  60 | died 420 | eps 0.942 | lr 0.00028 | loss  0.717
EP   2 | time 10.52s | reward -21452.8 | evac  76 | died 404 | eps 0.891 | lr 0.00026 | loss  0.170
EP   3 | time 10.59s | reward -23294.3 | evac  70 | died 410 | eps 0.841 | lr 0.00024 | loss  0.255
EP   4 | time 10.36s | reward -20978.7 | evac  94 | died 386 | eps 0.796 | lr 0.00023 | loss  0.463
EP   5 | time 10.06s | reward -19970.2 | evac  97 | died 383 | eps 0.754 | lr 0.00021 | loss  0.704
EP   6 | time  9.77s | reward -20553.9 | evac 118 | died 362 | eps 0.713 | lr 0.00020 | loss  1.131
EP   7 | time 11.53s | reward -23106.4 | evac 137 | died 343 | eps 0.672 | lr 0.00019 | loss  1.458
EP   8 | time 11.72s | reward -21760.8 | evac 162 | died 318 | eps 0.634 | lr 0.00017 | loss  1.914
EP   9 | time 10.03s | reward -18048.1 | evac 172 | died 308 | eps 0.600 | lr 0.00016 | loss  2.242
EP  10 | time 11.48s | reward -23716.1 | evac 188 | died 292 | eps 0.564 | lr 0.00015 | loss  2.772
EP  11 | time 10.73s | reward -18511.8 | evac 201 | died 279 | eps 0.534 | lr 0.00014 | loss  3.931
EP  12 | time 10.24s | reward -19778.0 | evac 205 | died 275 | eps 0.504 | lr 0.00013 | loss  4.421
EP  13 | time 10.71s | reward -19554.8 | evac 223 | died 257 | eps 0.476 | lr 0.00012 | loss  5.546
EP  14 | time 10.57s | reward -20743.6 | evac 228 | died 252 | eps 0.449 | lr 0.00012 | loss  6.160
EP  15 | time 10.60s | reward -19484.3 | evac 236 | died 244 | eps 0.423 | lr 0.00011 | loss  6.950
EP  16 | time 10.42s | reward -19406.2 | evac 258 | died 222 | eps 0.400 | lr 0.00010 | loss  8.042
EP  17 | time 10.31s | reward -18909.8 | evac 258 | died 222 | eps 0.377 | lr 0.00009 | loss  8.611
EP  18 | time 10.57s | reward -20246.8 | evac 244 | died 236 | eps 0.355 | lr 0.00009 | loss  9.548
EP  19 | time 10.09s | reward -16385.8 | evac 277 | died 203 | eps 0.336 | lr 0.00008 | loss 11.039
EP  20 | time 10.22s | reward -19921.4 | evac 290 | died 190 | eps 0.316 | lr 0.00008 | loss 11.281
EP  21 | time  9.50s | reward -16681.4 | evac 297 | died 183 | eps 0.300 | lr 0.00007 | loss 12.502
EP  22 | time 11.09s | reward -19039.2 | evac 288 | died 192 | eps 0.282 | lr 0.00007 | loss 13.980
EP  23 | time  9.52s | reward -18312.8 | evac 305 | died 175 | eps 0.267 | lr 0.00006 | loss 14.968
EP  24 | time  9.62s | reward -17083.9 | evac 292 | died 188 | eps 0.252 | lr 0.00006 | loss 14.881
EP  25 | time 10.04s | reward -16063.4 | evac 292 | died 188 | eps 0.239 | lr 0.00005 | loss 16.666
EP  26 | time 10.55s | reward -18674.4 | evac 292 | died 188 | eps 0.226 | lr 0.00005 | loss 17.488
EP  27 | time 10.81s | reward -19536.1 | evac 310 | died 170 | eps 0.212 | lr 0.00005 | loss 19.118
EP  28 | time 10.16s | reward -19166.7 | evac 309 | died 171 | eps 0.200 | lr 0.00004 | loss 19.779
EP  29 | time 10.10s | reward -20229.1 | evac 309 | died 171 | eps 0.189 | lr 0.00004 | loss 20.985
EP  30 | time 10.52s | reward -19007.8 | evac 316 | died 164 | eps 0.178 | lr 0.00004 | loss 21.309
EP  31 | time  9.07s | reward -16738.3 | evac 309 | died 171 | eps 0.168 | lr 0.00004 | loss 22.839
EP  32 | time  9.45s | reward -17322.7 | evac 329 | died 151 | eps 0.159 | lr 0.00003 | loss 22.977
EP  33 | time  9.47s | reward -20451.6 | evac 319 | died 161 | eps 0.150 | lr 0.00003 | loss 23.748
EP  34 | time 10.15s | reward -22435.5 | evac 328 | died 152 | eps 0.140 | lr 0.00003 | loss 24.483
EP  35 | time 10.31s | reward -20874.2 | evac 314 | died 166 | eps 0.132 | lr 0.00003 | loss 24.498
EP  36 | time  9.03s | reward -16602.2 | evac 330 | died 150 | eps 0.125 | lr 0.00003 | loss 25.103
EP  37 | time  9.96s | reward -20939.2 | evac 332 | died 148 | eps 0.117 | lr 0.00002 | loss 25.528
EP  38 | time 10.43s | reward -22441.4 | evac 315 | died 165 | eps 0.110 | lr 0.00002 | loss 26.780
EP  39 | time  9.17s | reward -16686.5 | evac 325 | died 155 | eps 0.104 | lr 0.00002 | loss 25.390
EP  40 | time  9.14s | reward -16958.4 | evac 326 | died 154 | eps 0.099 | lr 0.00002 | loss 24.997
EP  41 | time 10.31s | reward -20631.5 | evac 336 | died 144 | eps 0.093 | lr 0.00002 | loss 25.140
EP  42 | time  9.21s | reward -16583.4 | evac 315 | died 165 | eps 0.088 | lr 0.00002 | loss 25.170
EP  43 | time  9.28s | reward -15894.2 | evac 319 | died 161 | eps 0.083 | lr 0.00002 | loss 26.952
EP  44 | time 10.77s | reward -22590.2 | evac 331 | died 149 | eps 0.078 | lr 0.00002 | loss 26.200
