Using device: cuda
EP   1 | time 27.75s | reward -18952.8 | evac  83 | died 397 | eps 0.945 | lr 0.00028 | loss  0.028
EP   2 | time 15.03s | reward -19715.1 | evac 106 | died 374 | eps 0.891 | lr 0.00026 | loss  0.024
EP   3 | time 14.15s | reward -16108.3 | evac 122 | died 358 | eps 0.842 | lr 0.00024 | loss  0.037
EP   4 | time 15.70s | reward -12017.6 | evac 176 | died 304 | eps 0.791 | lr 0.00023 | loss  0.061
EP   5 | time 13.11s | reward  -6032.0 | evac 174 | died 306 | eps 0.752 | lr 0.00021 | loss  0.109
EP   6 | time 14.48s | reward  -1087.7 | evac 226 | died 254 | eps 0.711 | lr 0.00020 | loss  0.152
EP   7 | time 14.72s | reward   -222.0 | evac 242 | died 238 | eps 0.671 | lr 0.00019 | loss  0.197
EP   8 | time 15.43s | reward   4193.7 | evac 267 | died 213 | eps 0.632 | lr 0.00017 | loss  0.235
EP   9 | time 14.30s | reward   6228.2 | evac 269 | died 211 | eps 0.598 | lr 0.00016 | loss  0.300
EP  10 | time 15.02s | reward  11856.6 | evac 306 | died 174 | eps 0.564 | lr 0.00015 | loss  0.331
EP  11 | time 15.72s | reward  15225.3 | evac 305 | died 175 | eps 0.532 | lr 0.00014 | loss  0.374
EP  12 | time 14.97s | reward  18152.1 | evac 325 | died 155 | eps 0.501 | lr 0.00013 | loss  0.421
EP  13 | time 16.52s | reward  16250.8 | evac 334 | died 146 | eps 0.470 | lr 0.00012 | loss  0.423
EP  14 | time 14.27s | reward  19929.8 | evac 334 | died 146 | eps 0.445 | lr 0.00012 | loss  0.451
EP  15 | time 14.58s | reward  21591.0 | evac 334 | died 146 | eps 0.420 | lr 0.00011 | loss  0.475
EP  16 | time 15.28s | reward  22701.5 | evac 339 | died 141 | eps 0.395 | lr 0.00010 | loss  0.524
EP  17 | time 15.36s | reward  24173.0 | evac 333 | died 147 | eps 0.372 | lr 0.00009 | loss  0.520
EP  18 | time 14.94s | reward  28234.0 | evac 367 | died 113 | eps 0.350 | lr 0.00009 | loss  0.535
EP  19 | time 16.49s | reward  33605.7 | evac 368 | died 112 | eps 0.329 | lr 0.00008 | loss  0.566
EP  20 | time 15.31s | reward  30646.2 | evac 354 | died 126 | eps 0.309 | lr 0.00008 | loss  0.593
EP  21 | time 15.14s | reward  36128.2 | evac 365 | died 115 | eps 0.291 | lr 0.00007 | loss  0.621
EP  22 | time 14.70s | reward  34917.1 | evac 377 | died 103 | eps 0.274 | lr 0.00007 | loss  0.632
EP  23 | time 15.91s | reward  40881.9 | evac 377 | died 103 | eps 0.258 | lr 0.00006 | loss  0.682
EP  24 | time 14.48s | reward  39330.2 | evac 384 | died  96 | eps 0.243 | lr 0.00006 | loss  0.713
EP  25 | time 14.68s | reward  39854.8 | evac 388 | died  92 | eps 0.228 | lr 0.00005 | loss  0.757
EP  26 | time 15.83s | reward  44932.6 | evac 393 | died  87 | eps 0.214 | lr 0.00005 | loss  0.785
EP  27 | time 13.75s | reward  44613.6 | evac 383 | died  97 | eps 0.202 | lr 0.00005 | loss  0.834
EP  28 | time 15.37s | reward  46703.4 | evac 391 | died  89 | eps 0.190 | lr 0.00004 | loss  0.863
EP  29 | time 14.55s | reward  45794.9 | evac 401 | died  79 | eps 0.179 | lr 0.00004 | loss  0.875
EP  30 | time 14.80s | reward  42690.5 | evac 400 | died  80 | eps 0.169 | lr 0.00004 | loss  0.946
EP  31 | time 13.56s | reward  44784.9 | evac 411 | died  69 | eps 0.159 | lr 0.00004 | loss  0.979
EP  32 | time 13.33s | reward  48493.3 | evac 384 | died  96 | eps 0.150 | lr 0.00003 | loss  1.018
EP  33 | time 12.09s | reward  47648.0 | evac 413 | died  67 | eps 0.141 | lr 0.00003 | loss  1.015
EP  34 | time 10.43s | reward  48763.1 | evac 401 | died  79 | eps 0.133 | lr 0.00003 | loss  1.085
EP  35 | time  9.46s | reward  46334.8 | evac 408 | died  72 | eps 0.125 | lr 0.00003 | loss  1.109
EP  36 | time  9.39s | reward  49412.4 | evac 395 | died  85 | eps 0.118 | lr 0.00003 | loss  1.134
EP  37 | time  9.75s | reward  51739.9 | evac 408 | died  72 | eps 0.111 | lr 0.00002 | loss  1.159
EP  38 | time  9.56s | reward  53011.9 | evac 402 | died  78 | eps 0.104 | lr 0.00002 | loss  1.193
EP  39 | time  9.44s | reward  49413.2 | evac 400 | died  80 | eps 0.098 | lr 0.00002 | loss  1.270
EP  40 | time  7.32s | reward  53128.5 | evac 401 | died  79 | eps 0.092 | lr 0.00002 | loss  1.285
EP  41 | time  6.68s | reward  51076.7 | evac 410 | died  70 | eps 0.087 | lr 0.00002 | loss  1.314
EP  42 | time  7.37s | reward  52354.9 | evac 411 | died  69 | eps 0.082 | lr 0.00002 | loss  1.323
EP  43 | time  6.69s | reward  52559.0 | evac 411 | died  69 | eps 0.077 | lr 0.00002 | loss  1.376
EP  44 | time  6.62s | reward  50715.9 | evac 402 | died  78 | eps 0.073 | lr 0.00002 | loss  1.389
EP  45 | time  6.50s | reward  49036.3 | evac 412 | died  68 | eps 0.069 | lr 0.00001 | loss  1.387
EP  46 | time  6.66s | reward  53369.9 | evac 407 | died  73 | eps 0.065 | lr 0.00001 | loss  1.447
EP  47 | time  6.76s | reward  52003.3 | evac 406 | died  74 | eps 0.061 | lr 0.00001 | loss  1.469
EP  48 | time  6.53s | reward  50211.2 | evac 401 | died  79 | eps 0.057 | lr 0.00001 | loss  1.465
