Using device: cuda
EP   1 | time 20.68s | reward -15415.2 | evac  82 | died 398 | eps 0.951 | lr 0.00028 | loss  0.027
EP   2 | time 12.18s | reward -13181.2 | evac  83 | died 397 | eps 0.907 | lr 0.00026 | loss  0.024
EP   3 | time 13.94s | reward -14045.6 | evac 113 | died 367 | eps 0.861 | lr 0.00024 | loss  0.026
EP   4 | time 14.23s | reward -12525.0 | evac 118 | died 362 | eps 0.816 | lr 0.00023 | loss  0.043
EP   5 | time 14.43s | reward -11957.5 | evac 104 | died 376 | eps 0.773 | lr 0.00021 | loss  0.068
EP   6 | time 14.12s | reward  -6290.3 | evac 158 | died 322 | eps 0.733 | lr 0.00020 | loss  0.098
EP   7 | time 14.87s | reward  -4808.0 | evac 183 | died 297 | eps 0.692 | lr 0.00019 | loss  0.123
EP   8 | time 14.01s | reward    198.7 | evac 223 | died 257 | eps 0.657 | lr 0.00017 | loss  0.164
EP   9 | time 13.72s | reward   1320.2 | evac 237 | died 243 | eps 0.623 | lr 0.00016 | loss  0.204
EP  10 | time 14.38s | reward    516.7 | evac 238 | died 242 | eps 0.590 | lr 0.00015 | loss  0.256
EP  11 | time 14.43s | reward   3668.1 | evac 265 | died 215 | eps 0.558 | lr 0.00014 | loss  0.304
EP  12 | time 15.01s | reward   5989.3 | evac 281 | died 199 | eps 0.526 | lr 0.00013 | loss  0.357
EP  13 | time 14.20s | reward   6454.3 | evac 257 | died 223 | eps 0.498 | lr 0.00012 | loss  0.413
EP  14 | time 14.19s | reward   4832.6 | evac 278 | died 202 | eps 0.472 | lr 0.00012 | loss  0.416
EP  15 | time 15.08s | reward   5718.5 | evac 249 | died 231 | eps 0.447 | lr 0.00011 | loss  0.465
EP  16 | time 14.45s | reward  11215.5 | evac 287 | died 193 | eps 0.422 | lr 0.00010 | loss  0.498
EP  17 | time 15.00s | reward  13517.2 | evac 288 | died 192 | eps 0.398 | lr 0.00009 | loss  0.525
EP  18 | time 15.34s | reward  16846.9 | evac 320 | died 160 | eps 0.375 | lr 0.00009 | loss  0.532
EP  19 | time 14.08s | reward  13354.2 | evac 307 | died 173 | eps 0.355 | lr 0.00008 | loss  0.558
EP  20 | time 13.89s | reward  15776.2 | evac 310 | died 170 | eps 0.337 | lr 0.00008 | loss  0.587
EP  21 | time 14.83s | reward  17991.3 | evac 338 | died 142 | eps 0.318 | lr 0.00007 | loss  0.560
EP  22 | time 14.42s | reward  24351.4 | evac 356 | died 124 | eps 0.300 | lr 0.00007 | loss  0.599
EP  23 | time 14.43s | reward  21391.4 | evac 327 | died 153 | eps 0.284 | lr 0.00006 | loss  0.583
EP  24 | time 14.97s | reward  23627.7 | evac 350 | died 130 | eps 0.267 | lr 0.00006 | loss  0.628
EP  25 | time 15.32s | reward  17035.5 | evac 305 | died 175 | eps 0.252 | lr 0.00005 | loss  0.615
EP  26 | time 14.90s | reward  17970.8 | evac 320 | died 160 | eps 0.238 | lr 0.00005 | loss  0.631
EP  27 | time 13.15s | reward  22858.3 | evac 337 | died 143 | eps 0.226 | lr 0.00005 | loss  0.648
EP  28 | time 14.33s | reward  16328.4 | evac 296 | died 184 | eps 0.213 | lr 0.00004 | loss  0.641
EP  29 | time 15.30s | reward  22112.2 | evac 340 | died 140 | eps 0.201 | lr 0.00004 | loss  0.674
EP  30 | time 14.69s | reward  20817.5 | evac 314 | died 166 | eps 0.190 | lr 0.00004 | loss  0.665
EP  31 | time 14.00s | reward  23116.6 | evac 316 | died 164 | eps 0.180 | lr 0.00004 | loss  0.691
